index,Provider Name,Provider State,Federal Provider Number,Provider SSA County Code,Provider County Name,Overall Rating,Location,Latitude,Longitude
3140,FLORIDA PRESBYTERIAN HOMES INC,FL,105949,520,Polk,5.0,"909 LAKESIDE AVE
LAKELAND, FL 33803
(28.032824, -81.961204)",28.032824,-81.961204
3143,EVANS HEALTH CARE,FL,106000,350,Lee,5.0,"3735 EVANS AVE
FORT MYERS, FL 33901
(26.607363, -81.859794)",26.607363,-81.859794
3145,MANORCARE HEALTH SERVICES,FL,106005,490,Palm Beach,5.0,"16200 JOG ROAD
DELRAY BEACH, FL 33446
(26.436214, -80.146473)",26.436214,-80.146473
3147,SHELL POINT NURSING PAVILION,FL,105966,350,Lee,5.0,"15071 SHELL POINT BLVD
FORT MYERS, FL 33908
(26.51725, -81.996684)",26.51725,-81.996684
3152,PREMIER PLACE AT THE GLENVIEW,FL,105856,100,Collier,5.0,"100 GLENVIEW PLACE
NAPLES, FL 34108
(26.217635, -81.810525)",26.217635,-81.810525
3156,LIFE CARE CENTER OF SARASOTA,FL,106025,400,Manatee,5.0,"8104 TUTTLE AVE
SARASOTA, FL 34243
(27.394944, -82.513666)",27.394944,-82.513666
3160,UNIVERSITY CROSSING,FL,105820,150,Duval,5.0,"3937 SPRING PARK ROAD
JACKSONVILLE, FL 32207
(30.286235, -81.621339)",30.286235,-81.621339
3171,CROSSWINDS HEALTH AND REHABILITATION CENTER,FL,105824,390,Madison,5.0,"13455 W US HWY
GREENVILLE, FL 32331
(30.469085, -83.627136)",30.469085,-83.627136
3173,PLYMOUTH HARBOR INCORPORATED,FL,105817,570,Sarasota,5.0,"700 JOHN RINGLING BLVD
SARASOTA, FL 34236
(27.321798, -82.570834)",27.321798,-82.570834
3175,"CROSSINGS, THE",FL,105835,490,Palm Beach,5.0,"4445 PINE FOREST DR
LAKE WORTH, FL 33463
(26.612419, -80.11478)",26.612419,-80.11478
3177,HEARTLAND HEALTH CARE & REHABILITATION CENTER,FL,105842,570,Sarasota,5.0,"5401 SAWYER RD
SARASOTA, FL 34233
(27.274694, -82.489331)",27.274694,-82.489331
3181,EDWARD J HEALEY REHABILITATION AND NURSING CENTER,FL,105838,490,Palm Beach,5.0,"5101 WEST BLUE HERON BLVD
RIVIERA BEACH, FL 33418
(26.783428, -80.108242)",26.783428,-80.108242
3183,HAWTHORNE HEALTH AND REHAB OF BRANDON,FL,105881,280,Hillsborough,5.0,"851 WEST LUMSDEN RD
BRANDON, FL 33511
(27.923208, -82.298584)",27.923208,-82.298584
3184,WINKLER COURT,FL,105882,350,Lee,5.0,"3250 WINKLER AVENUE EXTENSION
FORT MYERS, FL 33916
(26.604671, -81.845642)",26.604671,-81.845642
3187,WESTMINSTER WINTER PARK,FL,105879,470,Orange,5.0,"1111 S LAKEMONT AVE
WINTER PARK, FL 32792
(28.583246, -81.327765)",28.583246,-81.327765
3189,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,FL,105924,60,Calhoun,5.0,"16690 SW CHIPOLA RD
BLOUNTSTOWN, FL 32424
(30.441148, -85.057319)",30.441148,-85.057319
3190,GARDENS COURT,FL,105921,490,Palm Beach,5.0,"3803 PGA BOULEVARD
PALM BEACH GARDENS, FL 33410
(26.844303, -80.093268)",26.844303,-80.093268
3195,WESTMINSTER COMMUNITIES OF BRADENTON WESTMINSTER,FL,105919,400,Manatee,5.0,"1700 21ST AVE W
BRADENTON, FL 34205
(27.480917, -82.578975)",27.480917,-82.578975
3211,LIFE CARE CENTER OF ORANGE PARK,FL,105928,90,Clay,5.0,"2145 KINGSLEY AVE
ORANGE PARK, FL 32073
(30.164747, -81.74086)",30.164747,-81.74086
3215,SOLARIS HEALTHCARE WINDERMERE,FL,105960,470,Orange,5.0,"4875 CASON COVE DRIVE
ORLANDO, FL 32811
(28.499382, -81.44395)",28.499382,-81.44395
3216,"PALMETTO SUB ACUTE CARE CENTER, INC",FL,105939,120,Miami-Dade,5.0,"7600 SW 8TH STREET
MIAMI, FL 33144
(25.762504, -80.318663)",25.762504,-80.318663
3218,COMMUNITY HEALTH AND REHABILITATION CENTER,FL,105975,20,Bay,5.0,"3611 TRANSMITTER ROAD
PANAMA CITY, FL 32404
(30.213909, -85.607528)",30.213909,-85.607528
3219,VI AT LAKESIDE VILLAGE,FL,105968,490,Palm Beach,5.0,"2792 DONNELLY DRIVE
LANTANA, FL 33462
(26.584012, -80.083587)",26.584012,-80.083587
3220,LAKE BENNETT HEALTH AND REHABILITATION,FL,105967,470,Orange,5.0,"1091 KELTON AVE
OCOEE, FL 34761
(28.553899, -81.531453)",28.553899,-81.531453
3221,SIGNATURE HEALTHCARE AT THE COURTYARD,FL,105970,310,Jackson,5.0,"2600 FOREST GLEN TRAIL
MARIANNA, FL 32446
(30.750793, -85.182571)",30.750793,-85.182571
3222,LIFE CARE CENTER OF ORLANDO,FL,105974,470,Orange,5.0,"3211 ROUSE ROAD
ORLANDO, FL 32817
(28.594468, -81.224304)",28.594468,-81.224304
3223,MARTIN NURSING AND RESTORATIVE CARE CENTER,FL,105972,420,Martin,5.0,"6011 SE TOWER DR
STUART, FL 34997
(27.13309, -80.22542)",27.13309,-80.22542
3226,ASTORIA HEALTH AND REHABILITATION CENTER,FL,106086,520,Polk,5.0,"701 OVERLOOK DR SE
WINTER HAVEN, FL 33884
(28.01353, -81.678412)",28.01353,-81.678412
3234,SOLARIS HEALTHCARE COCONUT CREEK,FL,105979,50,Broward,5.0,"4125 WEST SAMPLE RD
COCONUT CREEK, FL 33073
(26.273997, -80.180371)",26.273997,-80.180371
3238,CONSULATE HEALTH CARE OF SARASOTA,FL,105983,570,Sarasota,5.0,"4783 FRUITVILLE ROAD
SARASOTA, FL 34232
(27.337965, -82.472784)",27.337965,-82.472784
3241,CHATSWORTH AT PGA NATIONAL,FL,106013,490,Palm Beach,5.0,"347 HIATT DRIVE
PALM BEACH GARDENS, FL 33418
(26.810779, -80.13562)",26.810779,-80.13562
3249,PONCE PLAZA NURSING & REHABILITATION CENTER,FL,106021,120,Miami-Dade,5.0,"335 SW 12 AVENUE
MIAMI, FL 33130
(25.76995, -80.214549)",25.76995,-80.214549
3250,PRUITTHEALTH - SANTA ROSA,FL,106048,560,Santa Rosa,5.0,"5530 NORTHROP ROAD
MILTON, FL 32570
(30.635556, -87.065257)",30.635556,-87.065257
3251,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,FL,106082,150,Duval,5.0,"4201 BELFORT RD
JACKSONVILLE, FL 32216
(30.253103, -81.584126)",30.253103,-81.584126
3255,BRIGHTON GARDENS OF TAMPA,FL,106015,280,Hillsborough,5.0,"16702 NORTH DALE MABRY HWY
TAMPA, FL 33618
(28.109524, -82.502546)",28.109524,-82.502546
3256,FREEDOM POINTE AT THE VILLAGES REHABILITATION AND,FL,106083,340,Lake,5.0,"1460 EL CAMINO REAL DRIVE
THE VILLAGES, FL 32159
(28.949271, -81.959123)",28.949271,-81.959123
3257,BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,FL,106006,500,Pasco,5.0,"6919 PARKWAY BLVD
LAND O LAKES, FL 34639
(28.251531, -82.448426)",28.251531,-82.448426
3275,WESTMINSTER TOWERS AND SHORES OF BRADENTON,FL,106030,400,Manatee,5.0,"1533 4TH AVE W
BRADENTON, FL 34205
(27.496306, -82.577033)",27.496306,-82.577033
3281,LAKEVIEW TERRACE SKILLED NURSING FACILITY,FL,106068,340,Lake,5.0,"110 LODGE TERRACE DR
ALTOONA, FL 32702
(28.964069, -81.656531)",28.964069,-81.656531
3282,"NURSING CENTER AT LA POSADA, THE",FL,106067,490,Palm Beach,5.0,"3600 MASTERPIECE WAY
PALM BEACH GARDENS, FL 33410
(26.852774, -80.087018)",26.852774,-80.087018
3290,LIFE CARE CENTER OF ESTERO,FL,106057,350,Lee,5.0,"3850 WILLIAMS ROAD
ESTERO, FL 33928
(26.420276, -81.813686)",26.420276,-81.813686
3293,SOUTHERN OAKS CARE CENTER,FL,106051,160,Escambia,5.0,"600 WEST GREGORY STREET
PENSACOLA, FL 32502
(30.413903, -87.224867)",30.413903,-87.224867
3294,CLIFFORD CHESTER SIMS STATE VETERANS NURSING HOME,FL,106056,20,Bay,5.0,"4419 TRAM ROAD
PANAMA CITY, FL 32404
(30.174222, -85.587623)",30.174222,-85.587623
3296,NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU),FL,106055,660,Washington,5.0,"1360 BRICKYARD RD
CHIPLEY, FL 32428
(30.76457, -85.542643)",30.76457,-85.542643
3298,LIFE CARE CENTER OF PALM BAY,FL,106060,40,Brevard,5.0,"175 VILLA NUEVA AVE
PALM BAY, FL 32907
(27.999804, -80.615953)",27.999804,-80.615953
3300,VILLA MARIA WEST SKILLED NURSING FACILITY,FL,106080,120,Miami-Dade,5.0,"8850 NW 122 ST
HIALEAH GARDENS, FL 33018
(25.884092, -80.343193)",25.884092,-80.343193
3301,"FINR III, LLC",FL,106054,240,Hardee,5.0,"1962 VANDOLAH RD
WAUCHULA, FL 33873
(27.545106, -81.921226)",27.545106,-81.921226
3303,GLENRIDGE ON PALMER RANCH INC.,FL,106063,570,Sarasota,5.0,"7333 SCOTLAND WAY
SARASOTA, FL 34238
(27.249304, -82.461754)",27.249304,-82.461754
3306,HAVEN OF OUR LADY OF PEACE,FL,106052,160,Escambia,5.0,"1900 SUMMIT BOULEVARD
PENSACOLA, FL 32503
(30.46684, -87.201157)",30.46684,-87.201157
3309,GRACE REHABILITATION CENTER OF VERO BEACH,FL,106075,300,Indian River,5.0,"2180 10TH AVENUE
VERO BEACH, FL 32960
(27.640738, -80.393191)",27.640738,-80.393191
3311,LIFE CARE CENTER OF PENSACOLA,FL,106073,160,Escambia,5.0,"3291 EAST OLIVE RD
PENSACOLA, FL 32514
(30.509929, -87.198387)",30.509929,-87.198387
3312,SUNNYSIDE NURSING HOME,FL,106053,570,Sarasota,5.0,"5201 BAHIA VISTA STREET
SARASOTA, FL 34232
(27.323661, -82.466583)",27.323661,-82.466583
3315,VI AT AVENTURA,FL,106076,120,Miami-Dade,5.0,"19333 WEST COUNTRY CLUB DRIVE
AVENTURA, FL 33180
(25.95449, -80.138593)",25.95449,-80.138593
3319,TRINITY REGIONAL REHAB CENTER,FL,106079,500,Pasco,5.0,"2144 WELBILT BLVD
TRINITY, FL 34655
(28.190912, -82.68126)",28.190912,-82.68126
3322,NUVISTA LIVING AT WELLINGTON GREEN,FL,106091,490,Palm Beach,5.0,"10330 NUVISTA AVENUE
WELLINGTON, FL 33414
(26.640533, -80.208196)",26.640533,-80.208196
3323,CLYDE E LASSEN STATE VETERANS NURSING HOME,FL,106088,540,St. Johns,5.0,"4650 STATE RD
SAINT AUGUSTINE, FL 32092
(29.959593, -81.468467)",29.959593,-81.468467
3335,MANOR CARE REHABILITATION CENTER - MARIETTA,GA,115283,290,Cobb,5.0,"4360 JOHNSON FERRY PLACE
MARIETTA, GA 30068
(33.981249, -84.422513)",33.981249,-84.422513
3348,WINTHROP HEALTH AND REHABILITATION,GA,115395,460,Floyd,5.0,"12 CHATEAU DRIVE
ROME, GA 30161
(34.221901, -85.153476)",34.221901,-85.153476
3353,MIONA GERIATRIC & DEMENTIA CENTER,GA,115338,710,Macon,5.0,"201 POPLAR STREET
IDEAL, GA 31041
(32.371527, -84.19193)",32.371527,-84.19193
3362,DELMAR GARDENS OF GWINNETT,GA,115350,530,Gwinnett,5.0,"3100 CLUB DRIVE
LAWRENCEVILLE, GA 30044
(33.939628, -84.100285)",33.939628,-84.100285
3373,RIVERSIDE HEALTH AND REHABILITATION,GA,115353,920,Upson,5.0,"101 OLD TALBOTTON RD
THOMASTON, GA 30286
(32.876462, -84.335534)",32.876462,-84.335534
3374,EFFINGHAM CO EXTENDED CARE FAC,GA,115106,421,Effingham,5.0,"459 HIGHWAY
SPRINGFIELD, GA 31329
(32.364395, -81.322527)",32.364395,-81.322527
3377,"CALHOUN HEALTH CARE CTR, INC",GA,115340,500,Gordon,5.0,"1387 HIGHWAY
CALHOUN, GA 30701
(34.532156, -84.974726)",34.532156,-84.974726
3381,"WILLIAM BREMAN JEWISH HOME, THE",GA,115022,470,Fulton,5.0,"3150 HOWELL MILL ROAD N W
ATLANTA, GA 30327
(33.840636, -84.427235)",33.840636,-84.427235
3390,BRANDON WILDE PAVILION,GA,115524,310,Columbia,5.0,"4275 OWENS ROAD
EVANS, GA 30809
(33.523589, -82.124039)",33.523589,-82.124039
3393,"A.G. RHODES HOME, INC, THE",GA,115275,470,Fulton,5.0,"350 BOULVARD
ATLANTA, GA 30312
(33.74559, -84.376093)",33.74559,-84.376093
3399,ORCHARD HEALTH AND REHABILITATION,GA,115522,180,Candler,5.0,"1321 PULASKI SCHOOL ROAD
PULASKI, GA 30451
(33.966594, -84.814832)",33.966594,-84.814832
3401,HIGH SHOALS HEALTH AND REHABILITATION,GA,115279,800,Oconee,5.0,"3450 NEW HIGH SHOALS RD
HIGH SHOALS, GA 30645
(33.835627, -83.479525)",33.835627,-83.479525
3402,"A.G. RHODES HOME, INC - COBB",GA,115521,290,Cobb,5.0,"900 WYLIE ROAD
MARIETTA, GA 30067
(33.930421, -84.506535)",33.930421,-84.506535
3409,LENBROOK,GA,115296,370,De Kalb,5.0,"3747 PEACHTREE ROAD
ATLANTA, GA 30319
(33.856462, -84.349914)",33.856462,-84.349914
3415,PRUITTHEALTH - BROOKHAVEN,GA,115313,370,De Kalb,5.0,"3535 ASHTON WOODS DRIVE NE
ATLANTA, GA 30319
(33.894122, -84.319368)",33.894122,-84.319368
3422,TREUTLEN COUNTY HEALTH AND REHABILITATION,GA,115358,903,Treutlen,5.0,"2249 COLLEGE STREET
SOPERTON, GA 30457
(32.364134, -82.564394)",32.364134,-82.564394
3426,OCONEE HEALTH AND REHABILITATION,GA,115357,950,Washington,5.0,"107 RIDGEVIEW DR
OCONEE, GA 31067
(34.153484, -84.803131)",34.153484,-84.803131
3430,PRUITTHEALTH - ASHBURN,GA,115491,911,Turner,5.0,"441 INDUSTRIAL BLVD
ASHBURN, GA 31714
(31.705364, -83.640392)",31.705364,-83.640392
3435,PRUITTHEALTH - FAIRBURN,GA,115506,470,Fulton,5.0,"7560 BUTNER ROAD
FAIRBURN, GA 30213
(33.642457, -84.636829)",33.642457,-84.636829
3438,SPARTA HEALTH AND REHABILITATION,GA,115382,560,Hancock,5.0,"11744 HIGHWAY
SPARTA, GA 31087
(33.301939, -82.96784)",33.301939,-82.96784
3441,SOUTHERN TRADITIONS,GA,115587,570,Haralson,5.0,"144 DEPOT STREET
BUCHANAN, GA 30113
(33.803598, -85.185254)",33.803598,-85.185254
3450,WOOD DALE HEALTH AND REHABILITATION,GA,115374,970,Whitfield,5.0,"1102 BURLEYSON ROAD
DALTON, GA 30720
(34.790941, -84.987158)",34.790941,-84.987158
3457,GRANDVIEW HEALTH CARE CENTER,GA,115502,812,Pickens,5.0,"618 GENNETT DRIVE
JASPER, GA 30143
(34.486126, -84.447209)",34.486126,-84.447209
3460,GORDON HEALTH AND REHABILITATION,GA,115584,500,Gordon,5.0,"1280 MAULDIN ROAD NE
CALHOUN, GA 30703
(34.533603, -84.942026)",34.533603,-84.942026
3461,CHRISTIAN CITY REHABILITATION CENTER,GA,115573,470,Fulton,5.0,"7300 LESTER ROAD
UNION CITY, GA 30291
(33.555226, -84.524461)",33.555226,-84.524461
3466,GREEN ACRES HEALTH AND REHABILITATION,GA,115578,30,Baldwin,5.0,"313 ALLEN MEMORIAL DRIVE
MILLEDGEVILLE, GA 31061
(33.054642, -83.246115)",33.054642,-83.246115
3478,GREENE POINT HEALTH AND REHABILITATION,GA,115488,520,Greene,5.0,"1321 WASHINGTON HIGHWAY
UNION POINT, GA 30669
(33.626769, -83.076792)",33.626769,-83.076792
3479,PRUITTHEALTH - TOOMSBORO,GA,115455,973,Wilkinson,5.0,"210 MAIN STREET
TOOMSBORO, GA 31090
(32.819211, -83.07847)",32.819211,-83.07847
3496,OAKVIEW HEALTH AND REHABILITATION,GA,115428,240,Chattooga,5.0,"960 HIGHLAND AVENUE
SUMMERVILLE, GA 30747
(34.49072, -85.339031)",34.49072,-85.339031
3528,AZALEALAND NURSING HOME,GA,115534,220,Chatham,5.0,"2040 COLONIAL DRIVE
SAVANNAH, GA 31406
(32.015356, -81.07766)",32.015356,-81.07766
3535,ST JOSEPH'S TRANSITIONAL CARE UNIT,GA,115640,220,Chatham,5.0,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985079, -81.152792)",31.985079,-81.152792
3540,SENIOR CARE CENTER - BRUNSWICK,GA,115721,490,Glynn,5.0,"2611 WILDWOOD DRIVE
BRUNSWICK, GA 31520
(31.175428, -81.482448)",31.175428,-81.482448
3546,ISLAND NURSING HOME,HI,125005,20,Honolulu,5.0,"1205 ALEXANDER STREET
HONOLULU, HI 96826
(21.29772, -157.831968)",21.29772,-157.831968
3550,HALE MAKUA - KAHULUI,HI,125007,50,Maui,5.0,"472 KAULANA STREET
KAHULUI, HI 96732
(20.879182, -156.476197)",20.879182,-156.476197
3552,ARCADIA RETIREMENT RESIDENCE,HI,125014,20,Honolulu,5.0,"1434 PUNAHOU STREET
HONOLULU, HI 96822
(21.301602, -157.833404)",21.301602,-157.833404
3553,KFH - MALAMA 'OHANA NURSING AND REHAB CENTER,HI,125060,20,Honolulu,5.0,"3288 MOANALUA ROAD
HONOLULU, HI 96819
(21.363251, -157.901077)",21.363251,-157.901077
3554,GRACEMORE NURSING AND REHAB,GA,115554,490,Glynn,5.0,"2708 LEE STREET
BRUNSWICK, GA 31520
(31.168026, -81.492134)",31.168026,-81.492134
3571,LILLIAN G CARTER HEALTH AND REHABILITATION,GA,115550,870,Sumter,5.0,"225 HOSPITAL STREET
PLAINS, GA 31780
(32.037759, -84.390745)",32.037759,-84.390745
3576,PRUITTHEALTH - OLD CAPITOL,GA,115681,620,Jefferson,5.0,"310 HIGHWAY #1 BYPASS
LOUISVILLE, GA 30434
(33.012855, -82.40088)",33.012855,-82.40088
3581,BUDD TERRACE AT WESLEY WOODS,GA,115682,370,De Kalb,5.0,"1833 CLIFTON ROAD
ATLANTA, GA 30329
(33.803155, -84.333238)",33.803155,-84.333238
3587,CARLYLE PLACE,GA,115680,90,Bibb,5.0,"5300 ZEBULON ROAD
MACON, GA 31210
(32.87956, -83.739583)",32.87956,-83.739583
3594,"D SCOTT HUDGENS CENTER FOR SKILLED NURSING, THE",GA,115690,530,Gwinnett,5.0,"3500 ANNANDALE LANE
SUWANEE, GA 30024
(34.038125, -84.066452)",34.038125,-84.066452
3606,MONTEBELLO HEALTHCARE CENTER,IL,145471,420,Hancock,5.0,"1599 KEOKUK STREET
HAMILTON, IL 62341
(40.396438, -91.336789)",40.396438,-91.336789
3608,SCHWAB REHABILITATION CTR SNU,IL,145966,141,Cook,5.0,"1401 S CALIFORNIA AVENUE
CHICAGO, IL 60608
(41.862606, -87.695794)",41.862606,-87.695794
3616,PRESTIGE CARE & REHABILITATION - THE ORCHARDS,ID,135103,340,Nez Perce,5.0,"1014 BURRELL AVENUE
LEWISTON, ID 83501
(46.376711, -116.978603)",46.376711,-116.978603
3618,LINCOLNWOOD PLACE,IL,145786,141,Cook,5.0,"7000 NORTH MCCORMICK BLVD
LINCOLNWOOD, IL 60645
(42.007847, -87.711649)",42.007847,-87.711649
3626,ALDEN DES PLAINES REHAB & HC,IL,145998,141,Cook,5.0,"1221 EAST GOLF ROAD
DES PLAINES, IL 60016
(42.054237, -87.893906)",42.054237,-87.893906
3631,CALHOUN NURSING & REHAB CENTER,IL,145910,60,Calhoun,5.0,"1 MYRTLE LANE
HARDIN, IL 62047
(39.15858, -90.624563)",39.15858,-90.624563
3633,BUCKINGHAM PAVILION,IL,145285,141,Cook,5.0,"2625 WEST TOUHY AVENUE
CHICAGO, IL 60645
(42.012167, -87.696849)",42.012167,-87.696849
3638,MAC NEAL MEMORIAL HOSPITAL,IL,145848,141,Cook,5.0,"3249 SOUTH OAK PARK AVENUE
BERWYN, IL 60402
(41.832002, -87.792783)",41.832002,-87.792783
3641,LAKE FOREST PLACE,IL,145986,570,Lake,5.0,"1100 PEMBRIDGE DRIVE
LAKE FOREST, IL 60045
(42.260682, -87.869545)",42.260682,-87.869545
3647,MEADOW MANOR SKILLED NURSING & REHAB,IL,146048,100,Christian,5.0,"800 MCADAM DR
TAYLORVILLE, IL 62568
(39.556822, -89.277257)",39.556822,-89.277257
3648,HERITAGE HEALTH-GILLESPIE,IL,145367,670,Macoupin,5.0,"7588 STAUNTON ROAD
GILLESPIE, IL 62033
(39.108596, -89.816375)",39.108596,-89.816375
3651,RUSH OAK PARK HSP SKILLED CARE UNIT,IL,145583,141,Cook,5.0,"520 SOUTH MAPLE AVENUE
OAK PARK, IL 60304
(41.879026, -87.803818)",41.879026,-87.803818
3670,MANORCARE OF ELK GROVE VILLAGE,IL,145689,141,Cook,5.0,"1920 NERGE ROAD
ELK GROVE VILLAGE, IL 60007
(41.999068, -88.055163)",41.999068,-88.055163
3671,LIBERTYVILLE MANOR EXT CARE,IL,145344,570,Lake,5.0,"610 PETERSON ROAD
LIBERTYVILLE, IL 60048
(42.306113, -87.974468)",42.306113,-87.974468
3679,ROCK RIVER GARDENS,IL,14E579,988,Whiteside,5.0,"3601 SIXTEENTH AVENUE
STERLING, IL 61081
(41.820974, -89.679034)",41.820974,-89.679034
3680,CLINTON MANOR LIVING CENTER,IL,146025,130,Clinton,5.0,"111 EAST ILLINOIS STREET
NEW BADEN, IL 62265
(38.534113, -89.692394)",38.534113,-89.692394
3684,GIBSON COMMUNITY HSP ANNEX,IL,145979,350,Ford,5.0,"430 EAST 19TH
GIBSON CITY, IL 60936
(40.478774, -88.370084)",40.478774,-88.370084
3687,UNION COUNTY NURSING HOME,GA,115695,913,Union,5.0,"164 NURSING HOME CIRCLE
BLAIRSVILLE, GA 30512
(34.884538, -83.959491)",34.884538,-83.959491
3692,SUNNY ACRES NURSING HOME,IL,146068,730,Menard,5.0,"19130 SUNNY ACRES ROAD
PETERSBURG, IL 62675
(40.004186, -89.834099)",40.004186,-89.834099
3694,"BAPTIST VILLAGE, INC.",GA,115615,940,Ware,5.0,"2650 CARSWELL AVE
WAYCROSS, GA 31502
(31.213011, -82.414332)",31.213011,-82.414332
3701,MCLEANSBORO REHAB & HLTH C CTR,IL,145964,410,Hamilton,5.0,"405 WEST CARPENTER
MCLEANSBORO, IL 62859
(38.098481, -88.540249)",38.098481,-88.540249
3702,MERCY CIRCLE,IL,146174,141,Cook,5.0,"3659 WEST 99TH STREET
CHICAGO, IL 60655
(41.71328, -87.713945)",41.71328,-87.713945
3703,SCOTT HEALTH & REHABILITATION,GA,115671,640,Johnson,5.0,"12 SMITH LANE
ADRIAN, GA 31002
(32.5315, -82.585974)",32.5315,-82.585974
3708,MILLER'S MERRY MANOR,IN,155039,510,Miami,5.0,"317 BLAIR PIKE
PERU, IN 46970
(40.758021, -86.087494)",40.758021,-86.087494
3714,REGENCY CARE OF STERLING,IL,145615,988,Whiteside,5.0,"612 WEST ST MARY'S STREET
STERLING, IL 61081
(41.808649, -89.704791)",41.808649,-89.704791
3718,ALDEN NORTH SHORE REHAB & HCC,IL,145984,141,Cook,5.0,"5050 WEST TOUHY AVENUE
SKOKIE, IL 60077
(42.011854, -87.754505)",42.011854,-87.754505
3719,BIRCHWOOD PLAZA,IL,145532,141,Cook,5.0,"1426 WEST BIRCHWOOD
CHICAGO, IL 60626
(42.018205, -87.666745)",42.018205,-87.666745
3720,FAIR OAKS HEALTH CARE CENTER,IL,145917,640,Mc Henry,5.0,"471 TERRA COTTA AVENUE
CRYSTAL LAKE, IL 60014
(42.248016, -88.339237)",42.248016,-88.339237
3722,PLEASANT VIEW LUTHER HOME,IL,145801,580,La Salle,5.0,"505 COLLEGE AVENUE
OTTAWA, IL 61350
(41.331529, -88.844381)",41.331529,-88.844381
3723,LIFE CARE CENTER OF LEWISTON,ID,135128,340,Nez Perce,5.0,"325 WARNER DRIVE
LEWISTON, ID 83501
(46.383123, -117.013776)",46.383123,-117.013776
3730,MOORINGS OF ARLINGTON HEIGHTS,IL,146007,141,Cook,5.0,"761 OLD BARN LANE
ARLINGTON HTS, IL 60005
(42.065061, -87.972914)",42.065061,-87.972914
3732,CHATEAU NRSG & REHAB CENTER,IL,145614,250,Du Page,5.0,"7050 MADISON STREET
WILLOWBROOK, IL 60521
(41.760937, -87.935281)",41.760937,-87.935281
3740,VICTORIAN VILLAGE HLTH & WELL,IL,146178,989,Will,5.0,"12525 W RENAISSANCE CIRCLE
HOMER GLEN, IL 60491
(41.628653, -87.924373)",41.628653,-87.924373
3742,"VILLA AT SOUTH HOLLAND, THE",IL,145671,141,Cook,5.0,"16300 WAUSAU STREET
SOUTH HOLLAND, IL 60473
(41.598203, -87.611161)",41.598203,-87.611161
3750,APOSTOLIC CHRISTIAN SKYLINES,IL,145933,800,Peoria,5.0,"7023 NORTH EAST SKYLINE DRIVE
PEORIA, IL 61614
(40.771808, -89.576128)",40.771808,-89.576128
3760,IDAHO STATE VETERANS HOME - POCATELLO,ID,135132,20,Bannock,5.0,"1957 ALVIN RICKEN DRIVE
POCATELLO, ID 83201
(42.861438, -112.41263)",42.861438,-112.41263
3764,KINDRED NURSING AND REHABILITATION-MOUNTAIN VALLEY,ID,135065,390,Shoshone,5.0,"601 WEST CAMERON AVENUE
KELLOGG, ID 83837
(47.545025, -116.129299)",47.545025,-116.129299
3766,SPRING HARBOR AT GREEN ISLAND,GA,115716,780,Muscogee,5.0,"200 SPRING HARBOR DRIVE
COLUMBUS, GA 31904
(32.551948, -84.997817)",32.551948,-84.997817
3768,GOOD SAMARITAN SOCIETY - MOUNT CARROLL,IL,145770,70,Carroll,5.0,"1006 NORTH LOWDEN
MOUNT CARROLL, IL 61053
(42.106187, -89.986665)",42.106187,-89.986665
3770,ROSEWOOD CARE CENTER OF ALTON,IL,145651,680,Madison,5.0,"3490 HUMBERT ROAD
ALTON, IL 62002
(38.926064, -90.150743)",38.926064,-90.150743
3773,HALE MALAMALAMA,HI,125050,20,Honolulu,5.0,"6163 SUMMER STREET
HONOLULU, HI 96821
(21.285518, -157.720798)",21.285518,-157.720798
3779,MAUNALANI NURSING AND REHABILITATION CENTER,HI,125013,20,Honolulu,5.0,"5113 MAUNALANI CIRCLE
HONOLULU, HI 96816
(21.297503, -157.78819)",21.297503,-157.78819
3784,CITADEL CARE CENTER-ELGIN,IL,145004,530,Kane,5.0,"180 SOUTH STATE STREET
ELGIN, IL 60123
(42.031756, -88.284182)",42.031756,-88.284182
3797,HERITAGE HEALTH-MINONK,IL,145744,992,Woodford,5.0,"201 LOCUST STREET
MINONK, IL 61760
(40.898371, -89.031003)",40.898371,-89.031003
3799,BOUNDARY COUNTY NURSING HOME,ID,135004,100,Boundary,5.0,"6640 KANIKSU STREET
BONNERS FERRY, ID 83805
(48.70257, -116.322084)",48.70257,-116.322084
3804,MILLER'S MERRY MANOR,IN,155150,910,Whitley,5.0,"640 W ELLSWORTH ST
COLUMBIA CITY, IN 46725
(41.154809, -85.49989)",41.154809,-85.49989
3806,ALPINE FIRESIDE HEALTH CENTER,IL,146066,991,Winnebago,5.0,"3650 NORTH ALPINE ROAD
ROCKFORD, IL 61114
(42.310205, -89.029228)",42.310205,-89.029228
3817,SAINT ALPHONSUS TRANSITIONAL REHABILITATION UNIT,ID,135119,0,Ada,5.0,"1055 NORTH CURTIS ROAD
BOISE, ID 83706
(43.614072, -116.253622)",43.614072,-116.253622
3821,ROSEWALK VILLAGE AT LAFAYETTE,IN,155121,780,Tippecanoe,5.0,"1903 UNION ST
LAFAYETTE, IN 47904
(40.424741, -86.874697)",40.424741,-86.874697
